row_type,dataset_type,meeting_id,candidate_model,deepeval_accuracy,deepeval_coverage,accuracy_reason,coverage_reason,candidate_path,gt_path,note
meeting_model,city_council,t_153646994727591924137215190422748124328,gpt-5-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key meeting topics, participants, and decisions including approvals, CEQA exemptions, and appeal periods. Minor discrepancies include the incorrect spelling of 'Steve Surrey' as 'Steve Saray' and the addition of some specific details (e.g., balcony size limit) not explicitly present in the Expected Output, which slightly reduces the score due to unsupported additions and a minor factual inconsistency.","The actual summary includes all key facts, actions, decisions, dates, and quantities from the expected output, such as approvals of the consent calendar, 339 Franklin St. permits and lot line adjustment, the one-year extension at 1411-1495 W El Camino Real, and the lot line adjustment at 890 Central Ave. It accurately reflects participants, CEQA exemptions, and appeal periods. Minor differences include less explicit mention of the meeting date and some participant name discrepancies (e.g., Steve Saray vs. Steve Surrey), but these do not significantly impact the completeness or accuracy of the summary.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_153646994727591924137215190422748124328/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_153646994727591924137215190422748124328/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_153646994727591924137215190422748124328,gpt-51,0.889,0.902,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key claims about the three agenda items, participants, approvals, and appealability. It includes detailed information on permits, project specifics, and committee actions consistent with the ground truth. Minor discrepancies include the misspelling of Diana Fizzelli's name as 'Diana Fizely' and 'Diana Fazely' and the addition of some procedural details (e.g., balcony size limits) not explicitly stated in the Expected Output, which slightly detracts from perfect alignment but does not constitute fabrication or contradiction.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected summary, accurately reflecting the three main agenda items with correct dates, locations, participants, and approval details. It correctly captures the zoning administrator and subdivision committee approvals, conditions, and appeal windows. Minor discrepancies include the absence of the consent calendar item at 2134 Old Middlefield Way and the meeting date, which are present in the expected output, resulting in a slight deduction.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_153646994727591924137215190422748124328/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_153646994727591924137215190422748124328/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-41-mini,0.896,0.910,"The Actual Output closely aligns with the Expected Output, accurately reflecting meeting context, participants, topics, and decisions without fabrications or contradictions. It includes all key details such as election results, subcommittee updates, event announcements, and meeting logistics. Minor unsupported additions include some specific details about motions and seconders in the approval of minutes and the benefit concert's featured group name, which are not present in the Expected Output. There is no unjustified certainty upgrade, and the summary is comprehensive and well-structured.","The actual summary includes all key facts, actions, and decisions from the expected output, such as approval of prior minutes, election of leadership, subcommittee updates, transportation discussions, fundraising event details, and next meeting logistics with correct dates and participant names. Minor differences in phrasing and some additional detail do not detract from the accurate reflection of all major points and decisions, with no major omissions of dates or quantities.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_161550297287408498554053498832287176705/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_161550297287408498554053498832287176705/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-5-mini,0.899,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key meeting details, participant actions, and agenda items without fabrications or contradictions. Minor unsupported specifics, such as Ashley Bittle calling the vote on minutes and congratulating officers, slightly exceed the ground truth but do not materially alter the content. No unjustified certainty upgrades are present, and all claims are well supported by the Expected Output.","The actual summary comprehensively covers all key facts, actions, decisions, dates, and quantities found in the expected output, including meeting approval, officer elections, subcommittee updates, programming details, transportation concerns, fundraising event, and next meeting logistics. It accurately reflects participant roles and statements with clear detail. Minor discrepancies include slight differences in phrasing and omission of some minor details such as the exact time of the benefit dinner and the absence of a note about no public communications, but these do not significantly impact completeness or accuracy.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_161550297287408498554053498832287176705/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_161550297287408498554053498832287176705/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_161550297287408498554053498832287176705,gpt-51,0.944,0.988,"The Actual Output closely aligns with the Expected Output, accurately reflecting all key claims such as election results, subcommittee updates, transportation discussions, and event announcements. It provides detailed, supported information without fabrications or contradictions. Minor differences in phrasing and some additional contextual details (e.g., specific times, ticket prices) are present but are supported by the ground truth and do not constitute unsupported additions or unjustified certainty upgrades.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected output, such as approval of prior minutes, election of 2023 leadership, detailed subcommittee reports, transportation discussions, the benefit concert announcement, and the transition to in-person meetings with correct dates and quantities. All dates, participant names, and event details align precisely, demonstrating full adherence to the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_161550297287408498554053498832287176705/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_161550297287408498554053498832287176705/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-41-mini,0.900,0.912,"The Actual Output closely aligns with the Expected Output, covering all major topics including project descriptions, participant roles, detailed feedback on site design, massing, facade articulation, landscape, rooftop screening, and next steps. It accurately reflects key decisions and recommendations such as paseo entry redesign, bike parking concerns, facade simplification, native planting targets, and rooftop equipment screening. Minor differences include some additional narrative detail and slight expansions on certain points, but no unsupported or fabricated claims are present. The certainty level remains consistent with the ground truth, and no contradictions are detected.","The actual summary comprehensively covers all key facts, actions, and decisions from the expected output, including project descriptions, participant roles, detailed design feedback, and specific recommendations such as paseo entry redesign, bike room relocation, massing simplification, and landscape enhancements. Dates and quantities like building heights and square footage are accurately reflected. Minor differences in phrasing and some less explicit mention of certain participant acknowledgments or exact color tone decisions slightly reduce perfect alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_180256091084934261719910160327606052614/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_180256091084934261719910160327606052614/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-5-mini,0.988,0.922,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key claims including project descriptions, participant statements, design concerns, and commitments. It avoids unsupported additions or fabrications, maintains appropriate certainty levels, and thoroughly covers all topics such as paseo entry redesign, bike room access, massing adjustments, rooftop screening, landscape canopy, mural intent, and next steps. The detailed summary matches the ground truth in scope and detail, demonstrating strong fidelity to the evaluation criteria.","The actual summary comprehensively covers all key facts, decisions, dates, and quantities from the expected output, including detailed descriptions of the 500 Ellis and 1040 Terra Bella projects, participant comments, design concerns, and next steps. It accurately reflects decisions on paseo entry redesign, bike room relocation, massing simplification, material mockups, rooftop screening, and interim planting. The summary includes all major topics and participant inputs, with no significant omissions of critical information. Minor differences in phrasing and organization do not detract from completeness or accuracy.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_180256091084934261719910160327606052614/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_180256091084934261719910160327606052614/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_180256091084934261719910160327606052614,gpt-51,0.992,0.968,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key claims, participant contributions, project details, and committee recommendations without unsupported additions or fabrications. It maintains appropriate certainty levels consistent with the ground truth and thoroughly covers both the 500 Ellis and 1040 Terra Bella projects, including architectural, landscape, and procedural elements as specified.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected output, accurately reflecting project details, participant contributions, design critiques, and next steps. It correctly captures all dates, quantities, and specific recommendations such as paseo redesign, bike parking relocation, massing simplification, material and color considerations, landscape targets including 75% native planting, rooftop screening, and coordination with staff. The detailed treatment of both 500 Ellis and 1040 Terra Bella projects aligns fully with the expected output's scope and specificity.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_180256091084934261719910160327606052614/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_180256091084934261719910160327606052614/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-41-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting key meeting topics, participant roles, and decisions such as the minutes correction, Film Festival update, PYT annual review, and staff announcements. It includes detailed financial clarifications and committee discussions consistent with the ground truth. Minor unsupported details, such as specific names of attendees or some phrasing not explicitly in the Expected Output, do not significantly detract from overall accuracy. There are no fabricated contradictions or unjustified certainty upgrades.","The actual summary includes all major facts from the expected output, covering minutes correction and approval, Mountain View Film Festival updates, PYT annual review with financial and program details, staff announcements, and next meeting plans. Key actions such as motions, budget preparations, and conference explorations are present. Dates and participant roles are accurately reflected. Minor omissions include some specific vote details and exact financial figures, but these do not constitute major information loss.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_196638895769607976636461928328929069252/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_196638895769607976636461928328929069252/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-5-mini,0.968,0.992,"The Actual Output fully aligns with the Expected Output, accurately reflecting all key claims including minute corrections, Film Festival subcommittee status, PYT financial details, program recovery, funding sources, COVID policies, staff announcements, and next meeting logistics. There are no unsupported additions, fabrications, or unjustified certainty upgrades; all details are consistent and supported by the ground truth.","The actual summary comprehensively includes all key facts, actions, decisions, dates, and quantities from the expected summary, such as the minutes correction and approval process, Film Festival subcommittee status, detailed PYT financials and program updates, COVID-related policies, funding details including PPP and SBA loans, staff announcements, and next meeting logistics. It accurately reflects participant roles and statements, and no major information from the expected output is omitted or inaccurately represented.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_196638895769607976636461928328929069252/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_196638895769607976636461928328929069252/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_196638895769607976636461928328929069252,gpt-51,0.994,0.995,"The Actual Output fully aligns with the Expected Output, accurately reflecting all key claims including the correction and approval of prior minutes, the Film Festival subcommittee status, detailed PYT financial and program reviews, grant and loan information, future booking exploration, staff announcements, and meeting adjournment. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The response is comprehensive, detailed, and consistent with the ground truth.","The actual summary comprehensively includes all critical facts from the expected output, covering minute corrections, film festival subcommittee status, detailed PYT financial and program reviews, grant and loan information, future booking exploration, staff announcements, and meeting adjournment. Key actions such as approval of minutes, financial report revisions, and booking information gathering are clearly present. Dates, participant names, and quantities (e.g., financial figures, attendance numbers) are accurately reflected. There are no major omissions of critical information, demonstrating strong alignment with the evaluation steps.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_196638895769607976636461928328929069252/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_196638895769607976636461928328929069252/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-41-mini,0.904,0.901,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major topics, participants, and decisions without fabrications or contradictions. It includes detailed coverage of meeting minutes approval, agenda items, storm drain pollution concerns, development updates, pedestrian mall ordinance, vacancy analysis, public safety efforts, event planning, traffic signal updates, meeting schedules, and member attendance issues. Minor differences include slightly more narrative detail and some rephrasing, but no unsupported claims or unjustified certainty upgrades are present.","The actual summary comprehensively covers all major topics and decisions from the expected output, including meeting minutes approval, agenda items, storm drain pollution concerns, development updates, pedestrian mall ordinance, vacancy analysis, public safety efforts, event planning, traffic signal updates, meeting schedule, member attendance, and AB 361 resolution. Key dates, quantities, and participant roles are accurately reflected. Minor omissions include some specific details such as the exact expiration date for the Robert Green Hope Street hotel entitlement and the removal of three facade improvements, which are present in the expected output but not explicitly mentioned in the actual summary.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_203623473349312317087775122627143579269/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_203623473349312317087775122627143579269/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-5-mini,0.904,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as approval of October minutes, AB 361 resolution adoption, development updates including the Limon restaurant and Planning Commission office space cap, Castro Street pedestrian mall ordinance timing, vacancy inventory, public safety updates, and 2023 meeting schedule. Minor omissions include some specific details like the removal of certain facade improvements and the precise dates for some events, but no unsupported claims, fabrications, or certainty upgrades are present.","The actual summary comprehensively covers all major topics from the expected output, including minutes approval, agenda planning, development updates (notably the Limon restaurant and AB 2097 office space cap), Castro Street pedestrian mall ordinance and vacancy inventory, public safety efforts, community events, and the 2023 meeting schedule. Key decisions such as the AB 361 remote meeting resolution adoption and follow-up actions on oil dumping and economic incentives are included. Minor omissions include some specific details like the exact dates of certain events (e.g., November 15 for the Business Improvement Assessment District reading) and the removal of three facade improvements, but these do not constitute major gaps. Overall, the summary accurately reflects decisions, dates, and quantities, with no critical information missing.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_203623473349312317087775122627143579269/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_203623473349312317087775122627143579269/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_203623473349312317087775122627143579269,gpt-51,0.999,1.000,"The Actual Output thoroughly aligns with the Expected Output, accurately reflecting all key claims including meeting approvals, agenda items, vendor grease dumping, development updates, pedestrian mall transition, vacancy data, public safety efforts, community events, and meeting logistics. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The detailed summary matches the ground truth precisely, demonstrating full support by the Expected Output.","The actual summary comprehensively includes all critical facts from the expected output, covering approval of minutes, agenda planning, development updates, pedestrian mall transition, vacancy data, public safety, community events, and meeting logistics. Key actions such as the approval of the AB 361 resolution, the 2023 meeting schedule adoption, and follow-ups on hot dog vendor grease dumping are accurately reflected with correct dates and quantities. There are no major omissions or inaccuracies, and the detailed summary aligns closely with the expected topics, participants, and decisions.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_203623473349312317087775122627143579269/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_203623473349312317087775122627143579269/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-41-mini,0.900,0.903,"The Actual Output closely aligns with the Expected Output, accurately reflecting key details such as the clean audit opinion, GASB 87 lease receivable impact, equipment maintenance fund balance concerns, community benefit revenue tracking challenges, top employers list criteria, public safety spending influenced by pension investment income, and committee actions including acceptance of the ACFR and staff appreciation. Minor unsupported additions include some narrative elaborations and certainty upgrades (e.g., specifying the $800 million lease receivable as 'approximately' and detailed explanations of pooled cash system liquidity) that are not explicitly stated in the Expected Output but do not contradict it. Overall, the response is comprehensive, well-structured, and faithful to the ground truth without fabrications or contradictions.","The actual summary comprehensively covers all key facts, including the clean audit opinion, GASB 87 lease receivable details, equipment maintenance fund concerns, community benefit revenue tracking, top employers and public safety spending explanations, and committee actions such as recommending City Council acceptance and staff appreciation. Dates and quantities like the $26 million fund balance and $800 million lease receivable are accurately reflected. Minor omissions include the absence of some participant names (e.g., Victoria Labrador) and the specific mention of the December 13 consent item date, but these do not constitute major information gaps.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_206760998982614878184623504038248857164/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_206760998982614878184623504038248857164/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-5-mini,0.932,0.915,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major claims including the clean audit opinion, GASB 87 lease impacts, equipment fund concerns, community benefits tracking, single audit timing, ACFR formatting corrections, and committee recommendations. It includes detailed participant actions and discussions consistent with the ground truth. Minor differences include some additional narrative detail and slightly more explicit certainty in some auditor statements, but no unsupported or fabricated claims are present.","The actual summary comprehensively covers all key facts, including the clean audit opinion, GASB 87 lease impacts with the $800 million figure, equipment fund concerns with the $26 million balance, single audit timing and ARPA inclusion, community benefits tracking, ACFR formatting corrections, and the unanimous recommendation to accept the ACFR. It also accurately reflects participant roles, dates, and decisions. Minor omissions include less explicit mention of MGO's seven-year auditor tenure and some detailed nuances on equipment fund amortization and state budget shortfall amounts, but these do not constitute major gaps.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_206760998982614878184623504038248857164/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_206760998982614878184623504038248857164/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_206760998982614878184623504038248857164,gpt-51,1.000,0.998,"The Actual Output thoroughly aligns with the Expected Output, accurately reflecting all key claims including audit results, GASB 87 lease impacts, fund balances, community benefit tracking, ACFR presentation issues, committee recommendations, and farewell acknowledgments. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The detailed coverage and precise correspondence to the ground truth demonstrate strong adherence to the evaluation criteria.","The actual summary comprehensively includes all key facts, actions, decisions, dates, and quantities from the expected output without omissions. It accurately details the audit results, GASB 87 lease implementation, fund balances, community benefit tracking, ACFR presentation issues, committee motions, and farewell acknowledgments. The level of detail and accuracy in reflecting participants, topics, and decisions aligns fully with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_206760998982614878184623504038248857164/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_206760998982614878184623504038248857164/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-41-mini,0.900,0.900,"The Actual Output closely aligns with the Expected Output, accurately reflecting meeting procedures, attendance, minutes approval, detailed CDBG and HOME program presentations, commissioner inquiries, subcommittee updates, recruitment progress, Chair Lin's resignation, and staff announcements. It includes all key participants and topics without fabrications or contradictions. Minor deviations include some additional narrative detail and slight paraphrasing, but no unsupported claims or unjustified certainty upgrades are present.","The actual summary comprehensively covers all key facts, actions, and decisions from the expected output, including meeting procedures, attendance classifications, minutes approval, detailed CDBG and HOME program presentations with funding specifics, commissioner inquiries, subcommittee updates, recruitment progress, Chair Lin's resignation, and staff announcements with event dates. Dates and quantities such as the November 21 interview date, November 13-19 United Against Hate Week, and funding amounts are accurately reflected. Minor omissions include some detailed funding figures and specific names of all participants, but these do not significantly detract from the overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_227123168473691094147595939364167917256/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_227123168473691094147595939364167917256/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-5-mini,0.950,0.962,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major claims including attendance classification, minutes approval, detailed CDBG/HOME program information, funding thresholds, timeline, subcommittee updates, recruitment, Chair resignation, and staff announcements. There are no fabricated details or contradictions, and no unjustified certainty upgrades. Minor omissions include the lack of explicit mention of the meeting being remote under California Government Code 54953(e) and some finer details about public comment procedures, but these do not significantly detract from overall fidelity.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected output, such as attendance classifications, minutes approval, detailed CDBG/HOME program funding and policy recommendations, timelines, subcommittee updates, recruitment details, Chair Lin's resignation, and community event announcements. Dates and quantities like funding amounts, NOFA issuance and review months, and interview dates are accurately reflected. The summary also captures nuanced discussions on retrofit funding, minor repairs program demand, and policy flexibility, fully aligning with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_227123168473691094147595939364167917256/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_227123168473691094147595939364167917256/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_227123168473691094147595939364167917256,gpt-51,0.999,0.997,"The Actual Output comprehensively aligns with the Expected Output, accurately reflecting all key claims including absence classifications, meeting approvals, detailed CDBG and HOME program briefings, subcommittee updates, recruitment status, community events, and Chair Lin's resignation. There are no unsupported additions, fabrications, or unjustified certainty upgrades. The response faithfully reproduces the ground truth content with precise detail and appropriate certainty.","The actual summary comprehensively includes all critical facts from the expected output, covering attendance classifications, approval of minutes, detailed CDBG and HOME program funding and policy proposals, subcommittee updates, recruitment status, community events, and Chair Lin's resignation. Key actions, dates, quantities, and decisions are accurately reflected without major omissions, demonstrating strong alignment with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_227123168473691094147595939364167917256/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_227123168473691094147595939364167917256/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-41-mini,0.901,0.915,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major topics, participants, decisions, and discussions without fabrications or contradictions. It includes detailed meeting roll call, agenda topics, CIP updates, artist call reviews, Transit Center project presentation, public inquiry guidance, stipend policy discussions, and closing remarks, all supported by the ground truth. Minor differences in phrasing and some additional contextual details do not contradict or unjustifiably upgrade certainty, thus only a slight penalty is warranted.","The actual summary comprehensively covers all key facts, actions, and decisions from the expected summary, including minute approval, future agenda topics, CIP updates, CPA artist selection with increased numbers, Transit Center project details, public inquiry handling, and stipend policy discussions with the $60,000 threshold. Dates, quantities, and participant roles are accurately reflected. Minor omissions include less explicit mention of some participant names and a few detailed numeric specifics (e.g., exact train counts), but these do not significantly detract from overall alignment.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232276779192679881902870871011229238381/standard/gpt-41-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232276779192679881902870871011229238381/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-5-mini,0.910,0.901,"The Actual Output closely aligns with the Expected Output, accurately reflecting all major topics including biodiversity strategy, CAFÉ platform issues, youth artist displays, CIP updates, CPA artist selection, Transit Center project details, stipend policy, and public inquiries guidance. It includes specific participant statements and decisions consistent with the ground truth. Minor differences include some additional detail and phrasing not explicitly present in the Expected Output, but no fabricated or contradictory information is introduced, and certainty levels remain appropriate.","The actual summary comprehensively covers all key topics from the expected output, including biodiversity strategy integration, CAFÉ platform issues, youth artist displays, CIP updates, CPA artist selection with 63 submissions and voting outcomes, Transit Center project details with schedule and art opportunities, stipend policy discussions with $60,000 trigger, and public inquiry guidance. It also includes participant remarks and closing comments. Minor omissions include no explicit mention of prior minutes approval and excused absences, and some expected participant names (e.g., Don Whitebread) are missing, but these do not significantly impact completeness or accuracy.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232276779192679881902870871011229238381/standard/gpt-5-mini/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232276779192679881902870871011229238381/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
meeting_model,city_council,t_232276779192679881902870871011229238381,gpt-51,0.950,0.988,"The Actual Output comprehensively covers all key topics and details from the Expected Output, including future agenda items, CIP updates, CPA artist selection, Transit Center briefing, stipend policies, and public inquiry protocols. It accurately reflects participant contributions and decisions without fabrications or contradictions. Minor differences in phrasing and additional elaborations do not introduce unsupported claims or unjustified certainty upgrades, thus demonstrating strong alignment with the ground truth.","The actual summary comprehensively includes all key facts, actions, and decisions from the expected summary, such as the CPA artist selection increase to eight artists plus three alternates, the Transit Center Grade Separation project briefing with detailed art integration opportunities, stipend threshold discussions around $60,000, future agenda topics including youth art programs and CaFÉ platform alternatives, and public inquiry protocols. Dates, quantities, participant names, and procedural details are accurately reflected, demonstrating strong alignment with the evaluation criteria.",/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/candidate/internal/t_232276779192679881902870871011229238381/standard/gpt-51/baseline.md,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/ground_truth/internal/t_232276779192679881902870871011229238381/meetingsummary/ground_truth.json,deepeval_model=gpt-4.1-mini
